Id,Artist,Title,Wks,T10,PK,Pkstreams,Total,ReleaseDate,Popularity,Genre,Unique_Listener
4364,Drake,Intro,1,,61,"10,737,639","10,737,639",3/8/2024,77,"hip hop, kpop",286850
4365,Offset,SAY MY GRACE,1,,93,"10,736,180","10,736,180",10/13/2023,69,"hip hop, southern hip hop, trap",3357
4366,Bad Bunny,TRELLAS,1,,66,"10,733,416","10,733,416",11/27/2020,61,"hip hop, latin, latin trap, reggaeton, trap latino",72997
4367,Kygo,Freedom,2,,99,"6,145,334","10,719,057",7/2/2015,69,"dance, deep house, downtempo, edm, electronica, english, house, tropical house",103919
4368,J. Cole,c l o s e,1,,55,"10,712,648","10,712,648",5/14/2021,55,hip hop,190795
4369,Playboi Carti,OPM BABI,1,,127,"10,704,466","10,704,466",3/14/2025,64,"cloud rap, english, hip hop, plugg, rage, rap, southern hip hop, trap",328481
4370,OneRepublic,Wanted,2,,112,"6,185,171","10,702,912",10/26/2018,63,"folk pop, pop, pop rock, rock",85195
4371,Loredana,Jetzt rufst du an,2,,117,"6,003,625","10,697,729",9/13/2019,49,"german, hip hop, rap",13658
4372,Bosh,Djomb,2,,113,"5,767,253","10,691,967",12/19/2022,48,"hip hop, kpop",3253
4373,Kendrick Lamar,Mirror,1,,76,"10,691,830","10,691,830",3/15/2013,82,"2010s, 2020s, alternative hip hop, conscious hip hop, hardcore hip hop, hip hop, jazz rap, pop, pop rap, rap, trap, west coast hip hop",544191
4374,The Weeknd,Take Me Back To LA,1,,128,"10,686,469","10,686,469",1/31/2025,68,"2010s, 2020s, alternative r&b, contemporary r&b, dance-pop, hypnagogic pop, pop, r&b, synth-pop",256590
4375,Parangolé,Perna Bamba,1,,113,"10,683,040","10,683,040",10/2/2025,65,"hip hop, kpop",62709
4376,NLE Choppa,Shotta Flow 5,2,,93,"6,167,338","10,681,320",8/7/2020,56,"gangsta rap, hardcore hip hop, hip hop, pop rap, southern hip hop, trap",120711
4377,Farruko,El Incomprendido,2,,161,"5,402,315","10,666,001",9/30/2021,58,"latin, latin urban, reggaeton, trap latino",46305
4378,True Damage,GIANTS,2,,132,"5,346,208","10,662,332",11/10/2019,53,"hip hop, kpop",207388
4379,Kenshi Yonezu,IRIS OUT,1,,94,"10,655,541","21,330,331",9/15/2025,85,"alternative rock, contemporary r&b, j-pop, j-rock, singer-songwriter",35676
4380,Metro Boomin,I Can't Save You (Interlude) [with Future & feat. Don Toliver],1,,92,"10,649,362","10,649,362",12/2/2022,69,"hip hop, trap",575800
4381,KHEA,WACHA,2,,153,"5,471,802","10,644,801",4/1/2021,59,trap latino,30767
4382,The Weeknd,A Tale By Quincy,1,,54,"10,644,730","10,644,730",1/6/2022,53,"2010s, 2020s, alternative r&b, contemporary r&b, dance-pop, hypnagogic pop, pop, r&b, synth-pop",393005
4383,G-Eazy,Lady Killers II (Christoph Andersson Remix),1,,106,"10,636,392","10,636,392",2/1/2022,65,"hip hop, trap",57494
4384,Lil Uzi Vert,Endless Fashion,1,,92,"10,626,345","10,626,345",6/30/2023,59,"2010s, 2020s, cloud rap, east coast hip hop, emo rap, hip hop, millennial, pop rap, rage, trap",1090
4385,Linkin Park,What I've Done,2,,62,"7,302,737","10,621,836",5/14/2007,84,"alt rock, alternative metal, alternative rock, metal, nu metal, rap metal, rap rock, rock",1965224
4386,Morgan Wallen,Ain’t That Some,1,,81,"10,606,907","10,606,907",3/3/2023,75,"country, country pop",89032
4387,Big Sean,Go Legend (& Metro Boomin),2,,84,"6,327,785","10,606,250",12/8/2017,50,"hip hop, kpop",116437
4388,TWICE,FANCY,2,,121,"5,870,284","10,605,793",4/22/2019,74,"3rd gen k-pop, dance, dance-pop, electronica, female vocals, girl group, j-pop, k-pop, korean, pop, r&b",806293
4389,JVKE,Angel Pt. 2,1,,88,"10,597,956","10,597,956",6/15/2023,61,"alternative pop, indie pop, pop",22228
4390,Anderson .Paak,Tints,1,,121,"5,600,121","5,600,121",2/8/2024,42,"alternative, alternative hip hop, alternative r&b, contemporary r&b, hip hop, indie r&b, r&b, soul",2264
4391,Selena Gomez,999,1,,180,"5,599,395","5,599,395",5/26/2025,20,"2010s, 2020s, alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop, electro house, electro-disco, electropop, english, pop, rock, spanish, teen pop",1754
4392,Loredana,Genick,1,,134,"5,597,608","5,597,608",9/13/2019,46,"german, hip hop, rap",8274
4393,Salmo,CABRIOLET,1,,130,"5,587,509","5,587,509",11/11/2023,6,"hardcore hip hop, hip hop, rap",516
4394,Sia,Floating Through Space,1,,152,"5,579,697","5,579,697",3/1/2024,71,"alternative pop, art pop, australian, dance-pop, electropop, indie pop, pop",83834
4395,Bazzi,Young & Alive,1,,167,"5,578,323","5,578,323",9/16/2022,57,pop,138428
4396,Fivio Foreign,Paris to Tokyo,1,,198,"5,572,362","5,572,362",7/8/2022,49,"drill, east coast hip hop, hip hop",105928
4397,Chris Brown,Fine By Me,3,,138,"1,990,795","5,568,842",12/18/2015,48,"2000s, 2010s, contemporary r&b, dance, electro house, electropop, hip hop, pop, r&b, trap",37379
4398,BTS,Paradise,1,,114,"5,560,683","5,560,683",10/24/2011,84,"2010s, 2020s, boy group, english, k-pop, pop",378952
4399,Future,Worst Day,1,,192,"5,557,686","5,557,686",2/11/2022,48,"english, hip hop, southern hip hop, trap, trap rap",140739
4400,Lil Wayne,I Love You Dwayne,1,,127,"5,553,668","5,553,668",9/28/2018,38,"2000s, 2010s, criminal, gangsta rap, hip hop, pop, pop rap, r&b, rap rock, rock, southern hip hop, trap",59463
4401,Capital Bra,Komm Komm,1,,123,"5,552,890","5,552,890",5/21/2020,39,"berlin, german, hip hop, pop rap, rap, trap",7402
4402,Jin,Yours,1,,165,"5,552,211","5,552,211",5/12/2020,62,"k-pop, pop",239542
4403,Internet Money,Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix],1,,153,"5,550,390","5,550,390",10/30/2020,24,"emo rap, hip hop, trap",42634
4404,Shawn Mendes,Don't Be A Fool,2,,130,"2,913,268","5,549,708",4/20/2017,54,"2010s, 2020s, english, folk pop, pop, pop rock, pop soul, teen pop",118693
4405,Joji,Tick Tock,1,,145,"5,547,939","5,547,939",9/24/2020,58,"alt-pop, alternative r&b, art pop, ballad, instrumental hip hop, lo-fi hip hop, r&b/soul, trip hop",280571
4406,GAYLE,abcdefu (angrier),1,,192,"5,544,011","5,544,011",9/24/2021,64,"alternative pop, alternative rock, alternative/indie rock, emo pop, emo-pop, pop, pop punk, pop rock, power pop",202662
4407,Lil Wayne,Mess,1,,128,"5,543,367","5,543,367",5/8/2025,81,"2000s, 2010s, criminal, gangsta rap, hip hop, pop, pop rap, r&b, rap rock, rock, southern hip hop, trap",65121
4408,The Chainsmokers,Bloodstream,1,,83,"5,543,260","5,543,260",12/7/2016,27,"2010s, dance-pop, edm, electro house, electronic, electropop, future bass, satire",60599
4409,Huncho Jack,Eye 2 Eye,1,,120,"5,542,140","5,542,140",12/21/2017,53,"hip hop, kpop",127736
4410,Future,Over Your Head,1,,149,"5,534,361","5,534,361",11/13/2020,47,"english, hip hop, southern hip hop, trap, trap rap",116852
4411,H.E.R.,Come Through,1,,150,"5,531,998","5,531,998",3/27/2025,52,"alternative r&b, r&b, trap",1053
4412,Frank Ocean,DHL,1,,129,"5,531,463","5,531,463",10/19/2019,60,"alternative r&b, contemporary r&b, pop, queer, r&b, rnb, server name",507955
4413,Doja Cat,Naked,1,,165,"5,527,865","5,527,865",1/30/2023,30,"alternative rock, grunge, hip hop, nuno, pop, pop rap, post-grunge, power pop, rap, rock, trap, west coast hip hop",479685
4414,Stromae,Santé,1,,174,"5,526,277","5,526,277",7/30/1996,80,"art pop, dance-pop, electro house, electropop, french pop, hip house",187539
4415,Justin Timberlake,Man of the Woods,1,,115,"5,517,667","5,517,667",2/2/2018,69,"2000s, boogie, contemporary r&b, dance-pop, disco, electropop, neo soul, pop, r&b, synth funk",57550
4416,21 Savage,asmr,1,,177,"5,516,007","5,516,007",2/16/2022,36,"gangsta rap, hip hop, mumble rap, pop rap, southern hip hop, trap",204723
4417,Pusha T,If You Know You Know,1,,116,"5,513,542","5,513,542",3/24/2023,80,"boom bap, east coast hip hop, gangsta rap, hardcore hip hop, hip hop, southern hip hop, trap rap",327838
4418,BTS,Heartbeat (BTS World Original Soundtrack),1,,137,"5,512,091","5,512,091",6/28/2019,63,"2010s, 2020s, boy group, english, k-pop, pop",272034
4419,Madame,VOCE,1,,158,"5,510,906","5,510,906",5/30/2025,60,"alternative r&b, art pop, electronic, european rap, hip hop, italian hip-hop, italian pop, italian rap, italian trap, nuno, pop, pop rap, trap",19183
4420,XXXTENTACION,vice city,1,,181,"5,507,522","5,507,522",1/28/2022,68,"death by murder, emo rap, hip hop, rap, southern hip hop, trap, trap metal",336146
4421,Future,GOLD STACKS,1,,190,"5,505,266","5,505,266",5/2/2022,45,"english, hip hop, southern hip hop, trap, trap rap",153620
4422,Sfera Ebbasta,Tik Tok,1,,162,"5,504,912","5,504,912",8/7/2009,54,"hip hop, italian, rap, trap",99
4423,A Boogie Wit da Hoodie,Might Not Give Up,1,,160,"5,503,902","5,503,902",2/14/2020,46,"2010s, 2020s, emo rap, english, hip hop, r&b, rap, trap",244
4424,Kendrick Lamar,Alright,2,,87,"3,776,249","5,500,328",3/16/2015,79,"2010s, 2020s, alternative hip hop, conscious hip hop, hardcore hip hop, hip hop, jazz rap, pop, pop rap, rap, trap, west coast hip hop",1752037
4425,XXXTENTACION,Ex Bitch,1,,178,"5,500,157","5,500,157",12/6/2019,67,"death by murder, emo rap, hip hop, rap, southern hip hop, trap, trap metal",268798
4426,Lil Uzi Vert,Leaders,1,,147,"5,496,780","5,496,780",3/13/2020,53,"hip hop, kpop",947
4427,Bad Bunny,Si Estuviésemos Juntos,1,,197,"5,496,274","5,496,274",12/23/2018,78,"hip hop, latin, latin trap, reggaeton, trap latino",231393
4428,ROSALÍA,HENTAI,1,,186,"5,494,947","5,494,947",12/25/2022,36,"english, flamenco, flamenco pop, hip hop, latin, latin pop, pop, reggaeton, singer-songwriter, spanish",315620
4429,AK AUSSERKONTROLLE,In meinem Benz,1,,131,"5,494,500","5,494,500",8/21/2020,52,"deutschrap, gangsta rap, german, hip hop, rap",30093
4430,Future,Jet Lag,1,,123,"5,492,731","5,492,731",6/14/2011,65,"english, hip hop, southern hip hop, trap, trap rap",848
4431,Martin Garrix,Love Runs Out,1,,162,"5,490,586","5,490,586",1/1/2014,67,"big room house, dance-pop, edm, electro house, festival progressive house, tropical house",1228
4432,MEDUZA,Tell It To My Heart,1,,180,"5,490,070","5,490,070",1/19/1988,69,"dance, edm, english, house",230072
4433,BTS,Magic Shop,1,,117,"5,487,460","5,487,460",8/24/2018,61,"2010s, 2020s, boy group, english, k-pop, pop",436069
4434,A$AP Rocky,Fukk Sleep,1,,120,"5,486,769","5,486,769",5/25/2018,66,"cloud rap, east coast hip hop, experimental hip hop, hardcore hip hop, hip hop, pop rap, trap",99341
4435,Logic,State Of Emergency,1,,111,"5,479,510","5,479,510",5/8/2020,57,"east coast hip hop, hip hop, pop rap",41968
4436,Martin Garrix,Animals - Original Mix,5,,41,"1,169,692","5,478,432",1/18/2016,5,"big room house, dance-pop, edm, electro house, festival progressive house, tropical house",99082
4437,Camila Cabello,Consequences,1,,109,"5,470,405","5,470,405",1/12/2018,58,"dance-pop, electropop, hyperpop, latin pop, pop, r&b",244189
4438,NF,When I Grow Up,1,,138,"5,468,408","5,468,408",7/26/2019,71,"hip hop, pop rap, rap, rapper",234666
4439,Lil Uzi Vert,Strawberry Peels,1,,149,"5,468,083","5,468,083",3/13/2020,55,"2010s, 2020s, cloud rap, east coast hip hop, emo rap, hip hop, millennial, pop rap, rage, trap",1237
4440,Ariana Grande,Greedy,2,,113,"3,182,606","5,464,335",9/15/2023,88,"contemporary r&b, dance-pop, pop, r&b, trap soul",709455
4441,G-Eazy,I Wanna Rock,1,,132,"5,463,248","5,463,248",1/1/2009,83,"hip hop, trap",773
4442,BTS,Love Maze,1,,119,"5,462,723","5,462,723",5/18/2018,66,"2010s, 2020s, boy group, english, k-pop, pop",440893
4443,The Neighbourhood,#icanteven,5,,140,"1,322,485","5,462,452",11/28/2014,64,"alternative rock, indie pop, tumblr",73045
4444,Ace Wilder,Busy Doin' Nothin',3,,35,"2,124,746","5,459,845",1/25/2023,57,"edm, electropop, hip hop, pop, soul",36554
4445,Vince Guaraldi Trio,Christmas Time Is Here - Vocal,1,,127,"5,457,722","5,457,722",1/1/2012,49,jazz,254961
4446,Migos,Malibu,1,,166,"5,456,648","5,456,648",10/5/2018,73,"hip hop, southern hip hop, trap",1370
4447,Bas,The Jackie,1,,164,"5,454,994","5,454,994",4/15/2022,50,"hip hop, trap",557
4448,BROCKHAMPTON,NO HALO,1,,149,"5,449,702","5,449,702",8/23/2019,52,"experimental, hip hop, pop rap",329955
4449,Capital Bra,Berlin lebt wie nie zuvor,1,,140,"5,447,434","5,447,434",10/3/2019,54,"berlin, german, hip hop, pop rap, rap, trap",10292
4450,Morgan Wallen,Sand In My Boots,1,,158,"5,446,609","5,446,609",1/8/2021,72,"country, country pop",106316
4451,Future,Stripes Like Burberry,1,,153,"5,445,204","5,445,204",11/13/2020,47,"english, hip hop, southern hip hop, trap, trap rap",76565
4452,Capital Bra,Frühstück in Paris,1,,145,"5,440,253","5,440,253",8/20/2020,47,"berlin, german, hip hop, pop rap, rap, trap",16120
4453,Justin Bieber,That's What Love Is,1,,164,"5,440,037","5,440,037",4/29/2022,54,"2010s, 2020s, dance-pop, pop, pop rap, r&b, teen pop",67666
4454,The 1975,Give Yourself A Try,1,,113,"5,439,701","5,439,701",11/30/2018,54,"alternative pop, alternative rock, ambient pop, art pop, indie pop, indie rock, indietronica, leftfield, new wave, pop rock, post-punk revival, synth-pop, synthpop, tumblr",279841
4455,mgk,DAYWALKER!,1,,168,"5,439,646","5,439,646",9/29/2021,11,"english, hip hop, pop punk, pop rap, rap rock",847
4456,The Beatles,Come Together - Remastered 2009,2,,70,"3,454,680","5,435,159",9/26/1969,77,"1960s, 60s, beat, british, british invasion, classic rock, europe, liverpool, mainstream rock, merseybeat, pop, pop rock, popular music, psychedelia, psychedelic pop, psychedelic rock, rock, rock and roll, rock groups, rock music",1009577
4457,Pusha T,Scrape It Off,1,,184,"5,431,948","5,431,948",4/22/2022,53,"boom bap, east coast hip hop, gangsta rap, hardcore hip hop, hip hop, southern hip hop, trap rap",5611
4458,Dreamville,Costa Rica,1,,140,"5,421,875","5,421,875",7/12/2019,38,"hip hop, kpop",2262
4459,SuperM,Jopping,1,,143,"5,421,847","5,421,847",10/4/2019,59,"boy group, k-pop, sm, sm entertainment, supergroup",245055
4460,Daddy Yankee,PARA SIEMPRE,1,,193,"5,418,313","5,418,313",5/18/2018,71,"hip hop, latin, latin pop, latin urban, puerto rico, reggae, reggaeton",14700
4461,SiM,The Rumbling (TV Size),1,,192,"5,417,776","5,417,776",1/10/2022,58,"alternative metal, heavy metal, j-rock, metal, metalcore, punk, punk rock, reggae, reggae rock, rock",147904
4462,Miksu / Macloud,XXL,1,,123,"5,415,994","5,415,994",3/20/2024,55,"hip hop, kpop",23286
4463,Lil Uzi Vert,Wassup,1,,153,"5,415,044","5,415,044",4/25/2025,79,"hip hop, kpop",1489
4464,Lil Skies,Bad Girls,1,,145,"5,414,894","5,414,894",1/1/2013,73,"emo rap, hip hop, pop rap, trap",371
4465,Twenty One Pilots,Smithereens,1,,129,"5,413,737","5,413,737",11/4/2022,82,"alternative electronic, alternative hip hop, alternative pop, alternative rap, alternative rock, electropop, hip hop, indie, indie pop, indietronica, piano rock, pop rap, rap",284201
4466,Myke Towers,Oh Na Na,1,,185,"5,412,180","5,412,180",6/23/2015,64,"dance-pop, electropop, hyperpop, latin pop, pop, r&b",18735
4467,Cardi B,Thru Your Phone,1,,113,"5,410,782","5,410,782",4/6/2018,71,"alternative pop, east coast hip hop, hardcore hip hop, hip hop, pop, pop rap, queer, trap, trap soul",223469
4468,Zoe Wees,Girls Like Us,1,,181,"5,410,730","5,410,730",4/22/2019,43,"alt-z, contemporary pop, english, female vocalist, female vocals, pop, pop soul, sad pop, singer-songwriter, uk pop",58341
4469,Eminem,Killer,1,,170,"5,404,939","5,404,939",10/19/2018,63,"actor, boom bap, conscious hip hop, detroit, detroit hip hop, hardcore hip hop, hip hop, hip-hop, horrorcore, midwest hip hop, midwestern hip-hop, music trade, pop rap, rap, record producer, singer, songwriter, trap",61259
4470,Imagine Dragons,I Don’t Know Why,1,,94,"5,404,546","5,404,546",5/8/2020,56,"alternative pop, alternative rock, electropop, indie pop, indietronica, nuno, pop, pop rock, rock",163089
4471,The Chainsmokers,Don't Say,1,,91,"5,398,444","5,398,444",5/16/2025,88,"2010s, dance-pop, edm, electro house, electronic, electropop, future bass, satire",44044
4472,Anuel AA,Dictadura,1,,178,"5,396,691","5,396,691",2/9/2022,44,"latin, reggaeton, trap latino",22066
4473,Doja Cat,Payday,1,,176,"5,393,789","5,393,789",4/10/2023,35,"alternative rock, grunge, hip hop, nuno, pop, pop rap, post-grunge, power pop, rap, rock, trap, west coast hip hop",2979
4474,Juice WRLD,Life's A Mess II,1,,166,"5,393,459","5,393,459",3/5/2021,57,"2020s, cloud rap, emo rap, hip hop, look again, rap, trap",1437
4475,Trippie Redd,Under Enemy Arms,1,,137,"5,389,766","5,389,766",8/9/2019,50,"_add release, emo rap, hip hop, rage, trap",96909
4476,J Balvin,COMO UN BEBÉ,1,,145,"5,383,079","5,383,079",6/28/2019,70,"hip hop, latin, latin pop, pop, reggaeton",143625
4477,DJ Khaled,Jealous,1,,151,"5,381,713","5,381,713",8/21/2025,86,"another one, congratulations you played yourself, contemporary r&b, english, gangsta rap, hip hop, pop rap, southern hip hop, trap rap, we the best music",699
4478,Kodak Black,Take One,1,,133,"5,380,311","5,380,311",6/1/1985,86,"blues, children's music, classical, folk, kid's music, singer, songwriter, swing",51034
4479,Sam Smith,Midnight Train,1,,105,"5,370,666","5,370,666",1973,69,"drum and bass, jungle, mc, ragga jungle",99033
4480,Juice WRLD,734,1,,175,"5,368,759","5,368,759",5/28/2021,60,"2020s, cloud rap, emo rap, hip hop, look again, rap, trap",156840
4481,Lil Tjay,Zoo York,1,,130,"5,368,705","5,368,705",5/17/2021,14,"east coast hip hop, english, hip hop, pop rap, rap, trap",666
4482,XXXTENTACION,Floor 555,1,,113,"5,368,121","5,368,121",3/16/2018,63,"death by murder, emo rap, hip hop, rap, southern hip hop, trap, trap metal",353484
4483,BTS,134340,1,,124,"5,367,758","5,367,758",5/18/2018,62,"2010s, 2020s, boy group, english, k-pop, pop",412508
4484,David Bowie,Let's Dance - 1999 Remaster,2,,69,"3,601,784","5,365,959",1983,29,"actors, alternative rock, arrangers, art pop, art rock, british, classic rock, composers, glam rock, glam rock music, glam rock musicians, new wave, pop, pop rock, rock, rock music, rock musicians, singers, sound recording executives and producers, uk",46512
4485,Bad Bunny,EN CASITA,1,,131,"5,364,262","5,364,262",5/10/2020,51,"hip hop, latin, latin trap, reggaeton, trap latino",40369
4486,JACKBOYS,JACKBOYS,1,,143,"5,363,493","5,363,493",12/27/2019,75,"hip hop, kpop",181584
4487,Doja Cat,Been Like This,1,,179,"5,362,817","5,362,817",6/25/2021,75,"alternative rock, grunge, hip hop, nuno, pop, pop rap, post-grunge, power pop, rap, rock, trap, west coast hip hop",523499
4488,Eartha Kitt,Santa Baby,2,,160,"3,257,119","5,358,210",4/23/2024,40,"2008 universal fire victim, american, death by cancer, easy listening, jazz, vocal jazz",577422
4489,Selena Gomez,Let Me Get Me,1,,161,"5,356,671","5,356,671",1/10/2020,50,"2010s, 2020s, alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop, electro house, electro-disco, electropop, english, pop, rock, spanish, teen pop",138238
4490,J Balvin,ODIO,1,,147,"5,355,710","5,355,710",2/25/2014,77,"hip hop, latin, latin pop, pop, reggaeton",67479
4491,Migos,Emoji A Chain,1,,122,"5,354,839","5,354,839",1/26/2018,44,"hip hop, southern hip hop, trap",49354
4492,Don Toliver,What You Need,1,,169,"5,346,005","5,346,005",5/30/2025,75,"alternative r&b, hip hop, trap",247499
4493,Southside,Hold That Heat,1,,196,"5,338,777","5,338,777",4/22/2022,59,"hip hop, southern hip hop, trap",137
4494,Capital Bra,Berlin lebt,1,,117,"5,338,012","5,338,012",7/6/2018,58,"berlin, german, hip hop, pop rap, rap, trap",22032
4495,Polo G,Clueless,1,,179,"5,335,308","5,335,308",9/28/2018,59,"chicago drill, drill, gangsta rap, hip hop, trap",959
4496,Pop Smoke,Brush Em,1,,180,"5,335,271","5,335,271",7/16/2021,5,"hip hop, kpop",962
4497,Twenty One Pilots,Neon Gravestones,1,,132,"5,334,061","5,334,061",10/5/2018,62,"alternative electronic, alternative hip hop, alternative pop, alternative rap, alternative rock, electropop, hip hop, indie, indie pop, indietronica, piano rock, pop rap, rap",242083
4498,Wizkid,Essence,1,,177,"5,332,786","5,332,786",10/29/2020,73,"afrobeat, afrobeats, afropop, pop, tryt",3029
4499,Idina Menzel,Show Yourself,1,,158,"5,332,232","5,332,232",11/15/2019,69,"musical, pop",203905
4500,Cardi B,Money Bag,1,,117,"5,329,555","5,329,555",6/2/2023,23,"alternative pop, east coast hip hop, hardcore hip hop, hip hop, pop, pop rap, queer, trap, trap soul",109189
4501,Logic,Icy,1,,139,"5,327,833","5,327,833",8/28/2025,39,"east coast hip hop, hip hop, pop rap",1638
4502,Khalid,Paradise,1,,150,"5,327,027","5,327,027",10/24/2011,84,"contemporary r&b, hip hop, leftfield, pop, r&b, singer-songwriter",75514
4503,Salmo,STAI ZITTO,1,,138,"5,326,485","5,326,485",11/9/2018,55,"hardcore hip hop, hip hop, rap",545
4504,Lil Uzi Vert,Moon Relate,1,,158,"5,324,545","5,324,545",3/13/2020,49,"2010s, 2020s, cloud rap, east coast hip hop, emo rap, hip hop, millennial, pop rap, rage, trap",145986
4505,Migos,Modern Day,1,,181,"5,322,745","5,322,745",6/11/2021,52,"hip hop, southern hip hop, trap",103871
4506,Francesca Michielin,CHIAMAMI PER NOME,1,,170,"5,321,946","5,321,946",3/9/2021,22,"electropop, pop, pop rock",12546
4507,Sfera Ebbasta,Happy Birthday,1,,162,"5,321,199","5,321,199",2/12/2021,50,"hip hop, italian, rap, trap",14036
4508,Apache 207,Angst,1,,149,"5,317,174","5,317,174",4/29/2022,65,"german, hip hop, rap",13721
4509,cakal,Mahvettim,1,,192,"5,314,688","5,314,688",10/29/2021,51,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",10471
4510,Ninho,Goutte d’eau,1,,151,"5,312,031","5,312,031",3/22/2019,66,"french hip hop, trap",4958
4511,Khalid,Present,1,,187,"5,307,552","5,307,552",10/29/2021,73,"contemporary r&b, hip hop, leftfield, pop, r&b, singer-songwriter",99136
4512,Trippie Redd,Love Scars 3,1,,140,"5,307,147","5,307,147",11/9/2018,61,"_add release, emo rap, hip hop, rage, trap",184385
4513,Katy Perry,Cry About It Later,1,,148,"5,306,994","5,306,994",8/28/2020,47,"2010s, bubblegum pop, camp, contemporary pop/rock, dance music, dance-pop, disco, electropop, gospel music, pop, pop rock, synth-pop, teen pop",165430
4514,Lil Wayne,Used 2,1,,139,"5,306,289","5,306,289",6/28/2019,46,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",656
4515,Tinashe,Pretend,5,,127,"1,195,156","5,303,843",8/31/2019,59,"alternative r&b, contemporary r&b, pop, trap soul",54128
4516,Juice WRLD,HeMotions,1,,152,"5,303,405","5,303,405",3/8/2019,61,"2020s, cloud rap, emo rap, hip hop, look again, rap, trap",178950
4517,Ufo361,Next,1,,138,"5,302,420","5,302,420",9/23/2022,65,"cloud rap, hip hop, trap",19775
4518,Normani,Checklist,1,,128,"5,300,328","5,300,328",11/1/2019,54,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",194
4519,David Guetta,Yesterday,4,,124,"1,468,297","5,300,166",8/6/1965,76,"dance, dance-pop, electro house, electronic, electropop, english, festival progressive house, future rave, house, tech house",1272
4520,Samra,Zu Ende,1,,164,"5,297,101","5,297,101",4/16/2020,49,"german, hip hop, pop rap, rap, trap",12028
4521,Bonez MC,Shotz Fired,1,,127,"5,291,167","5,291,167",4/9/2020,53,"deutschrap, gangsta rap, german, hip hop, pop rap, rap, trap",13129
4522,Selena Gomez,A Sweeter Place,1,,166,"5,291,134","5,291,134",1/10/2020,45,"2010s, 2020s, alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop, electro house, electro-disco, electropop, english, pop, rock, spanish, teen pop",5598
4523,Samra,BaeBae,1,,128,"5,290,730","5,290,730",12/13/2016,63,"german, hip hop, pop rap, rap, trap",9880
4524,Salmo,IL CIELO NELLA STANZA,1,,142,"5,287,257","5,287,257",11/9/2018,64,"hardcore hip hop, hip hop, rap",685
4525,TOMORROW X TOGETHER,LO$ER=LO♡ER,1,,182,"5,281,207","5,281,207",8/17/2021,68,"4th gen k-pop, boy group, k-pop",419773
4526,Tame Impala,One More Year,1,,175,"5,279,739","5,279,739",2/14/2020,60,"alternative rock, australia, australian, chill, cover, dance music, dream pop, indie rock, indietronica, leftfield, neo-psychedelia, perth, psychedelic, psychedelic pop, psychedelic rock, psychedellic rock, remix, space rock, synth-pop",360645
4527,Big Sean,Bezerk,1,,159,"5,275,170","5,275,170",9/20/2023,4,"detroit hip hop, hip hop, pop rap, r&b, rap, southern hip hop, trap",2237
4528,Samra,Marlboro Rot,1,,149,"5,263,807","5,263,807",5/24/2019,61,"german, hip hop, pop rap, rap, trap",12617
4529,Sfera Ebbasta,Abracadabra,1,,174,"5,263,469","5,263,469",2/3/2025,82,"hip hop, italian, rap, trap",82
4530,21 Savage,gun smoke,1,,184,"5,258,620","5,258,620",12/21/2018,51,"gangsta rap, hip hop, mumble rap, pop rap, southern hip hop, trap",163549
4531,The Chainsmokers,Push My Luck,1,,135,"5,256,517","5,256,517",12/6/2019,50,"2010s, dance-pop, edm, electro house, electronic, electropop, future bass, satire",65654
4532,Dua Lipa,Levitating,1,,151,"5,254,969","1,576,155,950",3/27/2020,80,"alternative pop, boogie, contemporary r&b, dance-pop, dream pop, electropop, europop, funktronica, girlpower, house, house music, indie pop, left-field pop, nu disco, nuno, pop, synth-pop",1114066
4533,Clean Bandit,Baby,1,,133,"5,252,329","5,252,329",1/1/2010,83,"dance, dance-pop, electronic, electropop, english, house, left-field house, pop, tech house, uk, united kingdom",6177
4534,Stan Kenton,Lonesome Train,1,,165,"5,251,429","5,251,429",12/12/1956,37,"cool jazz, jazz, swing",2266
4535,NF,The Search,1,,144,"5,249,202","5,249,202",5/30/2019,68,"hip hop, pop rap, rap, rapper",364297
4536,Juice WRLD,Flaws And Sins,1,,154,"5,247,633","5,247,633",3/8/2019,72,"2020s, cloud rap, emo rap, hip hop, look again, rap, trap",295824
4537,Miksu / Macloud,Sehnsucht,1,,200,"5,246,533","5,246,533",8/22/1997,59,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",47707
4538,Lil Yachty,Get Dripped,1,,132,"5,245,232","5,245,232",10/19/2018,58,"cloud rap, english, hip hop, plugg, rage, rap, southern hip hop, trap",3998
4539,Arctic Monkeys,American Sports,1,,128,"5,238,316","5,238,316",5/10/2018,50,"alternative rock, art rock, baroque pop, british, garage rock, garage rock revival, indie rock, neo-psychedelia, post-punk revival, psychedelic pop, psychedelic rock, sheffield, uk",232911
