id,artist,title,total,releasedate,unique_listener,year,recency,log_total,log_total_norm,unique_norm,recency_norm,songscore,genre,track_id,danceability,energy,valence,tempo,acousticness,loudness,speechiness,mode,duration_ms,unnamed: 24,explicit
2953,John Newman,Love Me Again,50805631,1/1/2013,952801,2013,0.85,17.74351777,0.554947071,0.248942295,0.85,52.21562237,"dance-pop, northern soul, pop, pop soul, soul",5TbzAWWc5eJaANpA9kfGCd,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2954,Logic,Keanu Reeves,50800962,5/10/2019,179345,2019,0.925,17.74342587,0.554938152,0.046857793,0.925,47.65264136,pop rap,3PYx9Wte3jwb48V0wArMOy,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2955,Dua Lipa,Fever,50790738,6/3/2024,354796,2024,0.9875,17.74322459,0.554918618,0.092698704,0.9875,50.27689203,pop,3F1P0QzdXtBz0MXy7KIO5w,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
2956,Labrinth,All For Us - from the HBO Original Series Euphoria,50779398,8/4/2019,527610,2019,0.925,17.7430013,0.554896948,0.137850634,0.925,50.38036643,hip-hop,10hMM5nsZQf66ldBlgWBfG,0.348,0.652,0.172,70.956,0.0165,-7.145,0.0931,1,192986,,FALSE
2957,Becky G,Fulanito,50675911,3/8/2022,84773,2022,0.9625,17.74096125,0.554698966,0.02214852,0.9625,47.64940389,"reggaeton, latin",3CIl8hlnMcULSIIhUMmB1Z,0.714432432,0.752,0.663454054,119.947,0.143155676,-5.487,0.110089189,1,204280,,0
2958,Drake,Sticky,50674915,6/19/2025,431090,2025,1,17.74094159,0.554697059,0.112632398,1,51.11382487,rap,4rmVZajAF7PkrCagGPHbqa,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
2959,Madden,Golden Light,50635387,9/20/2021,9301,2021,0.95,17.74016126,0.554621329,0.002429594,0.95,46.80395427,norwegian pop,7yY6JdHktqIQxUlMOWbm5G,0.675,0.609,0.378,119.947,0.084,-5.487,0.0586,1,204280,,0
2960,Jonas Esticado,Investe Em Mim,50524183,12/13/2019,57865,2019,0.925,17.73796267,0.554407962,0.015118139,0.925,46.67394226,"forró, sertanejo, piseiro, arrocha, sertanejo universitário",15k1TDabqSEmyXOwMq9RM7,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2961,Matuê,Quer Voar,50324051,8/11/2021,143252,2021,0.95,17.73399369,0.554022782,0.037427604,0.95,47.82396723,"brazilian trap, trap, brazilian hip hop, trap funk",7aZusA4cWXz3Wv9e9uhavz,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2962,Eminem,Greatest,50312801,2/14/1985,180130,1985,0.5,17.73377012,0.554001085,0.047062893,0.5,39.11194103,"rap, hip hop",2XTquzYQAdT1Hk78bOUwsv,0.756375,0.766875,0.520375,119.947,0.0947575,-5.487,0.181675,1,204280,,0
2963,J Balvin,6:00 AM,50235662,9/29/2013,169243,2013,0.85,17.73223575,0.553852178,0.044218395,0.85,46.01916077,rap,1SV1fxF65n9NhRHp3KlBuu,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2964,Gustavo Moura & Rafael,Digitando,50217233,6/23/2023,28982,2023,0.975,17.73186883,0.55381657,0.007571741,0.975,47.41798073,"sertanejo, sertanejo universitário",3QpDKVHmf9RDQkJbAUNWzI,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2965,Chris Brown,Don't Check On Me,50203180,6/28/2019,2458,2019,0.925,17.73158895,0.553789408,0.000641691,0.925,46.20872111,r&b,7ILEWkpfdK6AjH2D7jppWk,0.65825,0.54675,0.3925,119.947,0.256625,-5.487,0.10495,1,204280,,0
2966,6ix9ine,TROLLZ,50175690,9/4/2020,59260,2020,0.9375,17.73104122,0.553736252,0.015482618,0.9375,46.90129115,trap,3xIzkKqp7oe37NEVrcPjGS,0.7479,0.6916,0.4296,119.947,0.092467,-5.487,0.12666,1,204280,,0
2967,Anuel AA,Mas Rica Que Ayer,50170365,3/2/2023,52979,2023,0.975,17.73093509,0.553725953,0.013841551,0.975,47.60154416,"reggaeton, trap latino, urbano latino, latin",3XjvMZqm2AQ8thMCD6w9w2,0.772097561,0.677731707,0.515146341,119.947,0.216034146,-5.487,0.113143902,1,204280,,0
2968,Mahmood,Brividi,50122024,2/2/2022,83198,2022,0.9625,17.72997109,0.553632399,0.021737012,0.9625,47.58373028,alternative r&b,1ZMGp9MTXbtAPvcKa0U3zS,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2969,Fergie,L.A.LOVE (la la),50113496,11/15/2019,101021,2019,0.925,17.72980093,0.553615885,0.026393711,0.925,46.97260559,"pop, r&b, trap, contemporary r&b, dance-pop",746BlfyY0hVG65EtfaNvwo,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2970,Rich Music LTD,Perreo en La Luna,50065370,10/11/2019,30412,2019,0.925,17.72884013,0.553522642,0.007945364,0.925,46.41449301,reggaeton,0RDgqtvOHLwcI6yz9bjsZV,0.801153846,0.723769231,0.675461538,119.947,0.253595385,-5.487,0.1101,1,204280,,0
2971,Shakin' Stevens,Merry Christmas Everyone - Remastered,50046662,12/3/2024,32202,2024,0.9875,17.72846639,0.553486371,0.008413046,0.9875,47.67670993,"christmas, rockabilly",1T2CNJDRiwE1ORMhB3932H,0.534,0.904,0.96,119.947,0.129,-5.487,0.0369,1,204280,,0
2972,Michael Bublé,White Christmas (duet with Shania Twain),50041870,7/26/2023,92093,2023,0.975,17.72837063,0.553477078,0.02406105,0.975,47.89568542,"jazz, jazz pop, pop",1SV1fxF65n9NhRHp3KlBuu,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2973,Bing Crosby,White Christmas - 1947 Version,49996591,1/1/1945,337398,1945,0,17.7274654,0.553389228,0.088153046,0,30.31405277,christmas,3XsaSIPWvM61RIFfeb0BBR,0.662,0.475,0.9225,119.947,0.4015,-5.487,0.03975,1,204280,,0
2974,Paulo Pires,Ameaça,49986698,12/5/2023,66093,2023,0.975,17.72726751,0.553370023,0.017267908,0.975,47.68653836,"piseiro, forró, arrocha, sertanejo",4fSHADbZbhpZCT9oJpxwbP,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2975,The Weeknd,Rockin’,49984433,11/25/2016,469119,2016,0.8875,17.72722219,0.553365625,0.122568414,0.8875,49.09533368,"alternative r&b, dance-pop, hypnagogic pop, contemporary r&b, pop",36YCdzT57us0LhDmCYtrNE,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2976,Jung Kook,Stay Alive (Prod. SUGA of BTS),49983071,2/11/2022,358726,2022,0.9625,17.72719495,0.553362981,0.093725514,0.9625,49.72991444,k-pop,7CAdT0HdiQNlt1C7xk2hep,0.672707317,0.731365854,0.54025,119.947,0.139676829,-5.487,0.101746341,1,204280,,0
2977,The Weeknd,Is There Someone Else?,49954508,1/6/2022,1126820,2022,0.9625,17.72662333,0.553307507,0.294409061,0.9625,55.74764715,"pop, hypnagogic pop, dance-pop, alternative r&b, r&b",0mL82sxCRjrs3br407IdJh,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2978,Addison Rae,Fame is a Gun,49953236,5/30/2025,579137,2025,1,17.72659787,0.553305035,0.151313337,1,52.20465187,"bubblegum pop, dance-pop, pop, r&b, teen pop",7B3BwNecBhKvNwSMOOl7Gk,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2979,Zedd,365,49935917,6/7/2024,264415,2024,0.9875,17.7262511,0.553271383,0.069084433,0.9875,49.48610214,edm,2XWjPtKdi5sucFYtVav07d,0.745,0.693,0.248,98.039,0.339,-5.479,0.034,0,181899,,FALSE
2980,Fat Joe,All The Way Up,49919357,3/2/2016,122759,2016,0.8875,17.72591942,0.553239194,0.032073301,0.8875,46.37415874,east coast hip hop,7Ezwtgfw7khBrpvaNPtMoT,0.414,0.807,0.409,175.158,0.0428,-4.12,0.348,0,191900,,TRUE
2981,Nicky Jam,Live It Up - Official Song 2018 FIFA World Cup Russia,49843582,5/25/2018,69623,2018,0.9125,17.72440032,0.553091769,0.018190207,0.9125,46.45029468,"reggaeton, latin",4DnHUy01jEA4b5ydC3HgsT,0.714432432,0.752,0.663454054,119.947,0.143155676,-5.487,0.110089189,1,204280,,0
2982,Steve Lacy,Static,49609738,5/25/2025,945021,2025,1,17.71969772,0.552635394,0.246909577,1,55.039057,"alternative r&b, bedroom pop, neo soul, psychedelic soul",4OmfWzukSVD140NiAIEjem,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2983,Felix Jaehn,Bonfire,49582536,6/2/2020,63241,2020,0.9375,17.71914925,0.552582166,0.016522752,0.9375,46.87479087,tropical house,4lGaOYqLKr5Z7bA1H92FBv,0.658967742,0.68183871,0.516354839,119.947,0.186148387,-5.487,0.062790323,1,204280,,0
2984,Taylor Swift,The Archer,49478461,8/23/2019,768494,2019,0.925,17.71704802,0.552378247,0.200787534,0.925,52.14253836,"alternative pop, pop rock, pop, electropop, contemporary country",3pHkh7d0lzM2AldUtz2x37,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2985,Ariana Grande,Santa Baby,49465554,4/23/2024,328116,2024,0.9875,17.71678713,0.552352927,0.085727894,0.9875,49.9394832,pop,6YJdPrH3i2POzu7hdHIRrb,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
2986,FÄIS,Hey,49341356,3/30/2010,28148,2010,0.8125,17.71427317,0.552108954,0.007353838,0.8125,44.07606287,k-pop,6KZmDucZFfvxGJkrHInbix,0.672707317,0.731365854,0.54025,119.947,0.139676829,-5.487,0.101746341,1,204280,,0
2987,Miley Cyrus,River,49327260,6/2/2011,302771,2011,0.825,17.71398745,0.552081226,0.079105887,0.825,46.47723787,"teen pop, pop, electropop, rock, power pop",1yampU2t2LNWzEsCpUgHYJ,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2988,Andy Grammer,"Honey, I'm Good.",49320494,8/5/2014,216693,2014,0.8625,17.71385027,0.552067913,0.056615881,0.8625,46.55187208,"pop-funk, pop rock, soul, pop, alternative pop",4Tt6GiWS2V9sQjZjS2xjp2,0.754,0.802,0.583,122.026,0.0349,-6.424,0.0551,1,199263,,FALSE
2989,LANY,Super Far,49293731,6/30/2017,168600,2017,0.9,17.71330749,0.552015237,0.044050396,0.9,46.92227374,indie pop,15ahYSiHAIMxAnujlXVtta,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2990,Mahmood,Soldi,49247794,10/16/2015,131388,2015,0.875,17.71237515,0.551924756,0.034327841,0.875,46.12607304,alternative r&b,4szQkW1CDHqbRZGltXJdd3,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2991,G-Eazy,Still Be Friends,49208475,2/7/2020,2038,2020,0.9375,17.71157644,0.551847243,0.000531955,0.9375,46.35832083,trap,0JjM9bKm4wrwohMslcm892,0.803,0.759,0.284,104,0.00509,-4.692,0.0494,0,213307,,TRUE
2992,Connie Francis,Pretty Little Baby,49190649,4/10/1962,166836,1962,0.2125,17.71121412,0.551812081,0.043589507,0.2125,33.14828927,schlager,5GQPBzoRBDxcAjwSSluQXD,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2993,Playboi Carti,ALL RED,49175134,9/13/2024,510001,2024,0.9875,17.71089867,0.551781467,0.133249847,0.9875,51.33656877,rage rap,2cZOYofOX4d6g0OXxkaIjA,0.763,0.782,0.502,119.947,0.182,-5.487,0.0346,1,204280,,0
2994,Coldplay,Higher Power,49159008,5/7/2021,360853,2021,0.95,17.71057068,0.551749637,0.094281245,0.95,49.4159192,"pop, dream pop, pop rock, art pop, britpop",0939D7aT18uBDS2MTjWzct,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2995,Drake,Behind Barz - Bonus,49127903,9/13/2019,153701,2019,0.925,17.70993774,0.551688211,0.040157664,0.925,47.28914048,rap,621hMmYrgWG3caSFtbZg2p,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
2996,Tony Bennett,Winter Wonderland,49099834,11/1/2024,526171,2024,0.9875,17.70936623,0.551632748,0.13747466,0.9875,51.45587719,"vocal jazz, christmas, big band, adult standards, jazz",1yxcKrEcxt4O03IIC25yHk,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2997,Taylor Swift,The Great War,49058948,10/22/2022,636770,2022,0.9625,17.70853317,0.551551902,0.166371383,0.9625,51.81873657,"electropop, synth-pop, pop rock, country pop, pop",3UMrglJeju5yWyYIW6o99b,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
2998,Seeb,Breathe,49028544,9/27/2017,100012,2017,0.9,17.70791324,0.551491738,0.026130085,0.9,46.35848947,rage rap,0CvTKt7jr68v4YEg9oATjX,0.763,0.782,0.502,119.947,0.182,-5.487,0.0346,1,204280,,0
2999,Cheat Codes,Only You,48978682,2/20/2024,83673,2024,0.9875,17.70689572,0.551392991,0.021861117,0.9875,47.97548307,"folk pop, pop, pop rock, pop soul, teen pop",54l9GJGQ1UCFKe2tzt1Vxt,0.6685,0.712375,0.584125,119.947,0.09589125,-5.487,0.1194125,1,204280,,0
3000,USHER,Yeah!,48884621,3/23/2004,390280,2004,0.7375,17.70497343,0.551206437,0.101969776,0.7375,45.36941514,r&b,5rb9QrpfcKFHM1EUbSIurX,0.65825,0.54675,0.3925,119.947,0.256625,-5.487,0.10495,1,204280,,0
3001,Yandel,Como Antes,48881785,12/23/2018,11998,2018,0.9125,17.70491541,0.551200807,0.003134252,0.9125,45.90406788,"reggaeton, urbano latino, latin",5YzA563GXTuwQaRq24z1k5,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3002,Nadhif Basalamah,bergema sampai selamanya,48824463,1/31/2025,9725,2025,1,17.70374206,0.551086936,0.002540374,1,47.630558,"malay, indonesian pop, indonesian r&b",0ql6fgz8qk0pAEKrGeSppJ,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3003,Lil Baby,The Bigger Picture,48655707,6/12/2020,216945,2020,0.9375,17.70027969,0.550750921,0.056681722,0.9375,47.98799773,"rap, trap",3HNWVQHXpW70ubsDhvnegu,0.9,0.509,0.765,119.947,0.115,-5.487,0.257,1,204280,,0
3004,Rixton,Me And My Broken Heart,48622993,1/1/2014,659577,2014,0.8625,17.6996071,0.550685649,0.172330275,0.8625,49.95419069,pop,1oew3nFNY3vMacJAsvry0S,0.545,0.783,0.551,174.084,0.00489,-4.261,0.0345,0,193733,,FALSE
3005,Kungs,Never Going Home,48611944,9/6/2024,157190,2024,0.9875,17.69937984,0.550663593,0.041069251,0.9875,48.5152572,pop,2fuWIFyY452wmNOoT32EB8,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
3006,Superstar Pride,PAINTING PICTURES,48584874,3/13/2023,190740,2023,0.975,17.69882283,0.550609536,0.049835018,0.975,48.52552736,pop,6DZk9dquSjHZ42jEzfShkI,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
3007,Andmesh,Anugerah Terindah,48552531,9/22/2023,9637,2023,0.975,17.6981569,0.55054491,0.002517382,0.975,47.10276697,"indonesian pop, malay, malay pop",6gjkHuMOR0CrN7Vb2NoEdg,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3008,Calvin Harris,Stay With Me,48540121,1/1/2013,4964,2019,0.925,17.69790127,0.550520102,0.001296445,0.925,48.9840373,edm,5lfWrciYtohtIMVDVZd0Rf,0.81,0.733,0.9,125.975,0.276,-6.338,0.0444,1,229282,,FALSE
3009,Rihanna,American Oxygen,48498847,4/14/2015,176658,2015,0.875,17.6970506,0.550437547,0.046155747,0.875,46.40654975,"contemporary r&b, pop star, pop soul, dance-pop, electropop",0bHA8LApeZHv7ZlhVUWg8X,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3010,KREAM,Taped up Heart,48494435,10/14/2016,1684,2016,0.8875,17.69695963,0.550428718,0.000439464,0.8875,45.2846198,pop,1JO2oS5Gv04NoUQsR2GtZc,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
3011,Post Malone,A Thousand Bad Times,48490290,9/6/2019,250613,2019,0.925,17.69687415,0.550420422,0.06547832,0.925,47.9853707,"trap, r&b, country, cloud rap, pop rap",2J0NXdHr6MYvKDSxB7k3V2,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3012,John Legend,All of Me (Tiësto's Birthday Treatment Remix),48470287,2/25/2014,1551,2014,0.8625,17.69646155,0.55038038,0.000404715,0.8625,44.78116045,"soft pop, neo soul",1mzGywacjpeik00PVLBPpF,0.4585,0.513,0.5195,119.947,0.7565,-5.487,0.0592,1,204280,,0
3013,DJ Snake,SG,48468070,10/22/2021,4823,2021,0.95,17.69641581,0.550375941,0.001259605,0.95,46.55658523,"alternative r&b, contemporary r&b, electropop, trap",6IPNp9PfaEqrzotY47TIWy,0.8,0.837,0.702,100.015,0.00406,-2.807,0.0491,0,225600,,TRUE
3014,Donny Hathaway,This Christmas,48445523,12/12/2017,440074,2017,0.9,17.69595051,0.550330785,0.11497969,0.9,48.96592995,"soul, classic soul",38xhBO2AKrJnjdjVnhJES6,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3015,Arcángel,Infeliz,48444084,12/20/2019,57173,2019,0.925,17.6959208,0.550327902,0.014937337,0.925,46.46451523,"reggaeton, trap latino, urbano latino",4z6wo6PJG4Fve45OXK6D9m,0.783,0.724,0.444,119.947,0.0978,-5.487,0.092,1,204280,,0
3016,The Kid LAROI,BABY I'M BACK,48416197,8/9/2024,228584,2024,0.9875,17.69534499,0.550272021,0.059722699,0.9875,49.05528199,"emo rap, pop rap, rap",5kDgJffgJ0lYHTSiaXFWNw,0.4835,0.7105,0.3405,119.947,0.06205,-5.487,0.06255,1,204280,,0
3017,5 Seconds of Summer,She Looks So Perfect,48395961,6/27/2014,916563,2014,0.8625,17.69492694,0.55023145,0.239474221,0.8625,51.94579914,"pop, pop punk, pop rock, power pop, teen pop",1CQ2cMfrmFM1YdfmjENKVE,0.596,0.854,0.152,119.947,0.0169,-5.487,0.463,1,204280,,0
3018,Kendrick Lamar,dodger blue,48388557,11/22/2024,304211,2024,0.9875,17.69477394,0.550216602,0.079482122,0.9875,49.64529376,"hip hop, west coast hip hop",4K1Pg0FLno1ltzX3jeqT83,0.79275,0.665,0.43575,119.947,0.1891955,-5.487,0.128425,1,204280,,0
3019,Juice WRLD,Tell Me U Luv Me,48328534,9/29/2017,4199,2017,0.9,17.69353273,0.550096146,0.00109657,0.9,45.53770439,"melodic rap, emo rap",5JAYDuLRkODlVt6dgoalKk,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3020,OneRepublic,Love Runs Out,48294566,1/1/2014,364606,2014,0.8625,17.69282963,0.550027911,0.095261809,0.8625,47.60924984,soft pop,3cOO5IQtOYs7huq4Z6lYfr,0.715,0.931,0.742,120.025,0.171,-3.793,0.0565,1,224853,,FALSE
3021,Black Sabbath,Paranoid - 2012 - Remaster,48283936,9/18/1970,457199,1970,0.3125,17.6926095,0.550006548,0.119454019,0.3125,37.33394799,"metal, heavy metal, rock, stoner rock, doom metal, hard rock",2z71jdeVcC782NgsYZ6N8q,0.415,0.647,0.409,163.047,4.14E-05,-12.021,0.0696,0,166693,,FALSE
3022,Lil Uzi Vert,Sauce It Up,48257358,8/25/2017,445119,2017,0.9,17.69205889,0.549953113,0.116297821,0.9,48.98659029,melodic rap,1uL78kFWxhz3umTMWJu8n5,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3023,Møme,Aloha,48215655,3/27/2020,167566,2020,0.9375,17.69119434,0.549869211,0.043780238,0.9375,47.55686766,"reggaeton, latin, urbano latino",7IfOWyh4jTfkcGVrXKVNq0,0.661,0.635,0.365,99.972,0.204,-7.423,0.0645,0,218480,,FALSE
3024,Robin Schulz,Alane,48165281,12/14/2018,59786,2018,0.9125,17.69014903,0.549767766,0.015620048,0.9125,46.20698973,tropical house,2u6Jm2klS4yvAlbSHlxUwI,0.581,0.799,0.662,124.002,0.0419,-6.66,0.164,1,175016,,FALSE
3025,Adele,Can I Get It,48122270,11/19/2021,338240,2021,0.95,17.68925564,0.549681065,0.08837304,0.95,49.13524443,soft pop,6w8ZPYdnGajyfPddTWdthN,0.703,0.68,0.536,97.985,0.0171,-6.118,0.0431,0,210384,,FALSE
3026,Bastille,Good Grief,48089826,9/9/2016,378753,2016,0.8875,17.68858122,0.549615613,0.098958063,0.8875,48.19952255,"electropop, indie pop, pop rock, synth-pop",6IGA5YrFiEr5ANrMqKkR6H,0.679,0.715,0.571,119.947,0.0755,-5.487,0.0407,1,204280,,0
3027,Calvin Harris,I Need Your Love,48038739,1/1/2007,347869,2007,0.775,17.68751833,0.549512463,0.090888854,0.775,45.70228875,edm,05SBRd4fXgn8FX7bf8BCAE,0.695,0.869,0.58,124.989,0.41,-5.066,0.0483,1,234506,,FALSE
3028,Ofenbach,Be Mine,48010269,7/20/2011,236128,2011,0.825,17.6869255,0.549454931,0.061693755,0.825,45.82355919,k-pop,2KklXplRtxMsBYo474Es0w,0.672707317,0.731365854,0.54025,119.947,0.139676829,-5.487,0.101746341,1,204280,,0
3029,KAROL G,Ahora Me Llama,47992156,10/27/2017,97452,2017,0.9,17.68654816,0.54941831,0.025461222,0.9,46.23475217,"reggaeton, latin, urbano latino",0alSPoUfrGb0RdVVG4Lf3n,0.752833333,0.739,0.615916667,119.947,0.231666667,-5.487,0.22315,1,204280,,0
3030,Jin,I’ll Be There,47946466,7/14/2025,114373,2025,1,17.68559568,0.549325874,0.029882251,1,48.36276125,k-pop,2SR0alFA2oWYXSoePGTj0V,0.672707317,0.731365854,0.54025,119.947,0.139676829,-5.487,0.101746341,1,204280,,0
3031,Ana Castela,Solteiro Forçado - Boiadeira Internacional,47927899,7/7/2023,81485,2023,0.975,17.68520836,0.549288286,0.021289448,0.975,47.60309773,"sertanejo, agronejo, sertanejo universitário, piseiro",4Z2i41GDQyu3KRpBavEnyR,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3032,Drake,Hype,47894683,8/1/2022,265273,2022,0.9625,17.68451508,0.549221004,0.069308607,0.9625,48.79030843,rap,5NFYuqu8V6QXc6mzcLImd6,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
3033,Ariana Grande,motive,47885797,10/30/2020,14844,2020,0.9375,17.68432953,0.549202997,0.003877839,0.9375,46.32648505,pop,5GkQIP5mWPi4KZLLXeuFTT,0.789,0.742,0.661,116.965,0.0681,-5.664,0.0652,0,167989,,TRUE
3034,Don Toliver,Bandit,47839254,6/14/2024,688764,2024,0.9875,17.68335709,0.549108625,0.179956101,0.9875,52.60411429,"alternative r&b, trap",0PHrcmOtDE89ew4vVEaD7S,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3035,Diane Guerrero,What Else Can I Do?,47777416,11/19/2021,191897,2021,0.95,17.68206364,0.548983099,0.050137313,0.95,47.95327432,pop,3XoYqtiWHhsk59frZupImG,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
3036,Beyoncé,II MOST WANTED,47773062,3/29/2024,377831,2024,0.9875,17.6819725,0.548974254,0.098717167,0.9875,50.16022773,"dance-pop, contemporary r&b, pop soul, soul, electropop",1UP7PXne1lIYZB5G5aiRGL,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3037,Anuel AA,Antes,47764329,11/22/2017,20048,2017,0.9,17.68178968,0.548956512,0.005237513,0.9,45.604951,"reggaeton, trap latino, urbano latino, latin",73O30uMI7n6DuzBmbtO7kC,0.772097561,0.677731707,0.515146341,119.947,0.216034146,-5.487,0.113143902,1,204280,,0
3038,Tiësto,Red Lights,47747794,8/23/2021,292696,2021,0.95,17.68144345,0.54892291,0.076473544,0.95,48.74035183,"edm, trance, big room",5L2l7mI8J1USMzhsmdjat9,0.654,0.83,0.548,124.989,0.000629,-4.801,0.0366,1,262200,,FALSE
3039,Alvaro Diaz,Problemón,47746154,10/22/2021,112881,2021,0.95,17.6814091,0.548919577,0.029492429,0.95,47.33075174,pop,2Q4MRMnSAMckugCtR5jgXT,0.729,0.737,0.369,91.99,0.275,-3.727,0.064,0,193013,,FALSE
3040,Big Sean,Wolves,47662929,10/25/2017,4267,2017,0.9,17.6796645,0.548750269,0.001114337,0.9,45.47094353,"pop rap, r&b, rap, trap",33gwZOGJWEZ7dRWPqPxBEZ,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3042,Lana Del Rey,Cinnamon Girl,55777682,8/30/2019,1357433,2019,0.925,17.8368844,0.564008071,0.354662408,0.925,57.34027582,"dream pop, indie pop, pop, alternative pop, electronic",2mdEsXPu8ZmkHRRtAdC09e,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
3043,Kendrick Lamar,meet the grahams,47532151,5/3/2024,679875,2024,0.9875,17.67691692,0.548483623,0.17763363,0.9875,52.50319002,"hip hop, west coast hip hop",4S8PxReB1UiDR2F5x1lyIR,0.79275,0.665,0.43575,119.947,0.1891955,-5.487,0.128425,1,204280,,0
3044,J. Cole,a m a r i,47491682,5/14/2021,422000,2021,0.95,17.67606516,0.548400961,0.11025741,0.95,49.72777036,r&b,2cnKST6T9qUo2i907lm8zX,0.65825,0.54675,0.3925,119.947,0.256625,-5.487,0.10495,1,204280,,0
3045,Troye Sivan,My My My!,47444646,8/31/2018,495020,2018,0.9125,17.67507426,0.548304797,0.129335691,0.9125,49.54531057,"dream-pop, electropop, pop, synth-pop, synthpop",4NiehSBQthimPzRsVeOgCT,0.5935,0.648,0.465,119.947,0.0385,-5.487,0.0384,1,204280,,0
3046,Mora,TUS LÁGRIMAS,47405629,4/1/2022,59158,2022,0.9625,17.67425156,0.548224955,0.015455968,0.9625,47.12492679,"urbano latino, trap latino, reggaeton",30W8VKHrAZmHzObnwAoc1u,0.683,0.714,0.448,173.963,0.181,-4.898,0.252,1,174482,,TRUE
3047,MadeinTYO,Uber Everywhere,47302866,8/19/2016,172960,2016,0.8875,17.67208146,0.548014353,0.045189554,0.8875,46.50640427,trap,1EeQUb8jruGF8JRt1BgKve,0.7479,0.6916,0.4296,119.947,0.092467,-5.487,0.12666,1,204280,,0
